prompt,prefix,suffix,title,done
"A highly detailed shot of a beautiful woman tenderly holding an envelope against her heart with a loving expression. The action is affectionate emotion, focusing on the gentle touch. Text: お年玉は愛.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.284 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,1
"Japanese middle-aged man wearing a skin-tight bright red full-body spandex suit, face exposed, performing a perfect 90-degree bow, serious expression, text:感謝place the quote in bold text with a thick black outline, centered. white studio background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.131 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight metallic gold full-body spandex suit, face exposed, holding a single 100 yen coin with extreme joy, text:ボーナスplace the quote in bold text with a thick black outline, centered. sparkles background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.132 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight pure white full-body spandex suit, face exposed, sitting on knees (seiza) looking calm and meditative, text:無place the quote in bold text with a thick black outline, centered. zen garden background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.133 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight neon green full-body spandex suit, face exposed, striking a bodybuilder pose but looking weak, text:健康第一place the quote in bold text with a thick black outline, centered. gym background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.134 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight deep blue full-body spandex suit, face exposed, crying exaggerated tears of joy, text:感動place the quote in bold text with a thick black outline, centered. rainy background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.135 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight bright yellow full-body spandex suit, face exposed, running desperately with arms flailing, text:遅刻確定place the quote in bold text with a thick black outline, centered. blurred city street","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.136 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight baby pink full-body spandex suit, face exposed, making a heart shape with his hands, shy smile, text:すきplace the quote in bold text with a thick black outline, centered. floral background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.137 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight grey full-body spandex suit, face exposed, blending into a concrete wall, hiding face, text:帰りたいplace the quote in bold text with a thick black outline, centered. office wall background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.138 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight purple full-body spandex suit, face exposed, holding a wine glass with a smug look, text:貴族place the quote in bold text with a thick black outline, centered. luxury room background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.139 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight orange full-body spandex suit, face exposed, eating a mandarin orange (mikan) under a kotatsu, text:ビタミンplace the quote in bold text with a thick black outline, centered. japanese room background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.140 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight black full-body spandex suit, face exposed, performing a dogeza (prostration) on the floor, sweating, text:誠意place the quote in bold text with a thick black outline, centered. concrete floor","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.141 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight silver full-body spandex suit, face exposed, stiff like a robot, neutral expression, text:了解place the quote in bold text with a thick black outline, centered. cyber background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.142 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight beige full-body spandex suit, face exposed, lying sideways on a sofa watching TV, scratching belly, text:休日place the quote in bold text with a thick black outline, centered. living room background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.143 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight bright red full-body spandex suit, face exposed, holding a fan and dancing festively, text:宴place the quote in bold text with a thick black outline, centered. festival background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.144 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight cyan full-body spandex suit, face exposed, shivering violently with icicles on nose, text:極寒place the quote in bold text with a thick black outline, centered. snowy mountain background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.145 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight brown full-body spandex suit, face exposed, curling up into a ball like a seed, text:耐えるplace the quote in bold text with a thick black outline, centered. soil background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.146 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight rainbow colored full-body spandex suit, face exposed, jumping spread-eagle in the air, text:解放place the quote in bold text with a thick black outline, centered. blue sky background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.147 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight camouflage full-body spandex suit, face exposed, saluting seriously, text:承知place the quote in bold text with a thick black outline, centered. forest background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.148 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight white full-body spandex suit, face exposed, pretending to be a ghost, hands dangling, text:疲れたplace the quote in bold text with a thick black outline, centered. dark room background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.149 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight fluorescent yellow full-body spandex suit, face exposed, holding a glow stick and cheering, text:推し活place the quote in bold text with a thick black outline, centered. concert background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.150 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight navy blue full-body spandex suit, face exposed, holding a business card with both hands respectfully, text:名刺交換place the quote in bold text with a thick black outline, centered. office background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.151 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight magenta full-body spandex suit, face exposed, looking shocked with jaw dropped, text:マジ？place the quote in bold text with a thick black outline, centered. comic shock lines background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.152 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight striped full-body spandex suit, face exposed, looking confused and tilting head, text:？place the quote in bold text with a thick black outline, centered. question mark background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.153 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight gold full-body spandex suit, face exposed, pointing at the camera confidently, text:任せろplace the quote in bold text with a thick black outline, centered. sunburst background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.154 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight green full-body spandex suit, face exposed, holding a cup of tea and sighing contentedly, text:一服place the quote in bold text with a thick black outline, centered. veranda background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.155 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
"Japanese middle-aged man wearing a skin-tight red full-body spandex suit, face exposed, angry with steam coming out of ears (visual effect), text:激怒place the quote in bold text with a thick black outline, centered. fire background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.156 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,全身タイツ1,1
